ID,CSV,HEIGHTMAP
1,evaluation_real11.csv,gravelpit5.png
2,evaluation_real12.csv,gravelpit5.png
3,evaluation_real13.csv,gravelpit5.png
4,evaluation_real14.csv,gravelpit5.png
5,evaluation_real15.csv,gravelpit5.png
6,evaluation_real21.csv,gravelpit5.png
7,evaluation_real22.csv,gravelpit5.png
8,evaluation_real23.csv,gravelpit5.png
9,evaluation_real24.csv,gravelpit5.png
10,evaluation_real25.csv,gravelpit5.png
11,evaluation_real31.csv,gravelpit5.png
12,evaluation_real32.csv,gravelpit5.png
13,evaluation_real33.csv,gravelpit5.png
14,evaluation_real34.csv,gravelpit5.png
15,evaluation_real35.csv,gravelpit5.png
16,evaluation_real41.csv,gravelpit5.png
17,evaluation_real42.csv,gravelpit5.png
18,evaluation_real43.csv,gravelpit5.png
19,evaluation_real44.csv,gravelpit5.png
20,evaluation_real45.csv,gravelpit5.png
21,evaluation_real51.csv,gravelpit5.png
22,evaluation_real52.csv,gravelpit5.png
23,evaluation_real53.csv,gravelpit5.png
24,evaluation_real54.csv,gravelpit5.png
25,evaluation_real55.csv,gravelpit5.png
26,evaluation_real61.csv,gravelpit5.png
27,evaluation_real62.csv,gravelpit5.png
28,evaluation_real63.csv,gravelpit5.png
29,evaluation_real64.csv,gravelpit5.png
30,evaluation_real65.csv,gravelpit5.png
31,evaluation_real71.csv,gravelpit5.png
32,evaluation_real72.csv,gravelpit5.png
33,evaluation_real73.csv,gravelpit5.png
34,evaluation_real74.csv,gravelpit5.png
35,evaluation_real75.csv,gravelpit5.png
36,evaluation_real81.csv,gravelpit5.png
37,evaluation_real82.csv,gravelpit5.png
38,evaluation_real83.csv,gravelpit5.png
39,evaluation_real84.csv,gravelpit5.png
40,evaluation_real85.csv,gravelpit5.png
41,evaluation_real91.csv,gravelpit5.png
42,evaluation_real92.csv,gravelpit5.png
43,evaluation_real93.csv,gravelpit5.png
44,evaluation_real94.csv,gravelpit5.png
45,evaluation_real95.csv,gravelpit5.png
46,evaluation_real101.csv,gravelpit5.png
47,evaluation_real102.csv,gravelpit5.png
48,evaluation_real103.csv,gravelpit5.png
49,evaluation_real104.csv,gravelpit5.png
50,evaluation_real105.csv,gravelpit5.png
51,evaluation_real111.csv,gravelpit1.png
52,evaluation_real112.csv,gravelpit1.png
53,evaluation_real113.csv,gravelpit1.png
54,evaluation_real114.csv,gravelpit1.png
55,evaluation_real115.csv,gravelpit1.png
56,evaluation_real121.csv,gravelpit1.png
57,evaluation_real122.csv,gravelpit1.png
58,evaluation_real123.csv,gravelpit1.png
59,evaluation_real124.csv,gravelpit1.png
60,evaluation_real125.csv,gravelpit1.png
61,evaluation_real131.csv,gravelpit1.png
62,evaluation_real132.csv,gravelpit1.png
63,evaluation_real133.csv,gravelpit1.png
64,evaluation_real134.csv,gravelpit1.png
65,evaluation_real135.csv,gravelpit1.png
66,evaluation_real141.csv,gravelpit1.png
67,evaluation_real142.csv,gravelpit1.png
68,evaluation_real143.csv,gravelpit1.png
69,evaluation_real144.csv,gravelpit1.png
70,evaluation_real145.csv,gravelpit1.png
71,evaluation_real151.csv,gravelpit1.png
72,evaluation_real152.csv,gravelpit1.png
73,evaluation_real153.csv,gravelpit1.png
74,evaluation_real154.csv,gravelpit1.png
75,evaluation_real155.csv,gravelpit1.png
76,evaluation_real161.csv,gravelpit1.png
77,evaluation_real162.csv,gravelpit1.png
78,evaluation_real163.csv,gravelpit1.png
79,evaluation_real164.csv,gravelpit1.png
80,evaluation_real165.csv,gravelpit1.png
81,evaluation_real171.csv,gravelpit1.png
82,evaluation_real172.csv,gravelpit1.png
83,evaluation_real173.csv,gravelpit1.png
84,evaluation_real174.csv,gravelpit1.png
85,evaluation_real175.csv,gravelpit1.png
86,evaluation_real181.csv,gravelpit1.png
87,evaluation_real182.csv,gravelpit1.png
88,evaluation_real183.csv,gravelpit1.png
89,evaluation_real184.csv,gravelpit1.png
90,evaluation_real185.csv,gravelpit1.png
91,evaluation_real191.csv,gravelpit1.png
92,evaluation_real192.csv,gravelpit1.png
93,evaluation_real193.csv,gravelpit1.png
94,evaluation_real194.csv,gravelpit1.png
95,evaluation_real195.csv,gravelpit1.png
96,evaluation_real201.csv,gravelpit1.png
97,evaluation_real202.csv,gravelpit1.png
98,evaluation_real203.csv,gravelpit1.png
99,evaluation_real204.csv,gravelpit1.png
100,evaluation_real205.csv,gravelpit1.png
